,d1,d2,plane_height,pass_height,cloud_height1,cloud_height2,cloud above plane height1,cloud above plane height1,roll,pitch,pixel height,x_target,pass_number,camera,timestamp,cloud_above_plane_height,pixel_height
14,17012.029292896375,1480.426710744227,5129.5933,5274.9834,7231.323055642635,5312.493919422258,,,-18.917301,4.7502055,,144,123,191422,2022-07-23 19:14:15,37.51052098475793,435.0
15,14926.275307796834,4713.510913220245,5271.44,5274.9834,6822.788732286794,5761.336122930918,,,-31.600086,4.7502055,,380,123,191422,2022-07-23 19:13:51,486.35272449341755,404.7131173610687
16,16709.55123367387,2372.0269586931354,5151.977,5274.9834,7057.793618585857,5422.5234954611215,,,-30.933084,4.7502055,,148,123,191422,2022-07-23 19:14:09,147.54009702362146,420.0
17,17166.72906941881,885.9049687625462,5131.9365,5274.9834,7665.432093081039,5262.676001598935,,,13.682057,4.7502055,,380,123,191422,2022-07-23 19:14:19,-12.307396838565182,473.053174495697
18,15292.840836273452,4367.491619896415,5266.925,5274.9834,4911.949432002608,5165.549575800164,,,-32.008057,4.7502055,,380,123,191422,2022-07-23 19:13:54,-109.43382263733565,202.84780311584473
19,14407.553533848934,5146.631688680526,5273.3257,5274.9834,7445.187609092632,6049.15238894422,,,-30.735168,4.7502055,,380,123,191422,2022-07-23 19:13:47,774.1689905067196,478.81385135650635
20,16643.56938001615,2517.743755087027,5159.883,5274.9834,7595.110993258087,5528.2672303918225,,,-31.555693,4.7502055,,380,123,191422,2022-07-23 19:14:08,253.28383195432252,471.98541927337646
21,16770.50626707181,2224.4033702166603,5145.157,5274.9834,7174.614489277336,5414.344544354264,,,-30.003723,4.7502055,,125,123,191422,2022-07-23 19:14:10,139.36114591676414,431.0
22,14002.46562251704,5448.99442501327,5277.0977,5274.9834,7299.318152336794,6064.030807910422,,,-28.398413,4.7502055,,380,123,191422,2022-07-23 19:13:44,789.0474094729216,468.02025604248047
23,15172.749434784386,4484.785452815196,5268.83,5274.9834,7373.6759506839735,5890.986424101618,,,-31.691862,4.7502055,,380,123,191422,2022-07-23 19:13:53,616.0030256641176,459.21593713760376
24,14540.052321810905,5041.857480755182,5273.04,5274.9834,7455.673081428378,6029.879341288572,,,-31.111475,4.7502055,,380,123,191422,2022-07-23 19:13:48,754.8959428510716,477.1262912750244
25,16497.60534005779,2805.715089701434,5178.914,5274.9834,7624.092541833518,5594.756401859365,,,-33.494568,4.7502055,,380,123,191422,2022-07-23 19:14:06,319.7730034218648,474.01372718811035
