,flight_id,start_index,start_datetime,end_index,end_datetime,npasses,passes_start_index,passes_end_index,start_lon,start_lat,end_lon,end_lat,alt_pre,pressalt_pre,press_pre,alt,pressalt,press,alt_post,pressalt_post,press_post,nondT_pre,deicedT_pre,nondT_pre_n,deicedT_pre_n,nondT_pre_err,deicedT_pre_err,nondT_post,deicedT_post,nondT_post_n,deicedT_post_n,nondT_post_err,deicedT_post_err
71,c300,16152,2022-07-22 18:09:45,16161,2022-07-22 18:09:54,1.0,[16152],[16161],-107.20745,33.99836,-107.21504,34.00949,7678.9175,7169.3125,400.91354,7680.848,7168.305,400.97055,7656.377,7148.4385,402.17316,257.43533,258.1476,15,15,0.00635664849211081,0.006696054869684894,257.3971,257.71786,15,15,0.04015755552105318,0.07782959590119855
72,c300,16366,2022-07-22 18:13:19,16405,2022-07-22 18:13:58,2.0,[16366 16403],[16378 16405],-107.21005,34.005646,-107.24244,33.952328,7845.639,7320.1865,392.4322,7835.2544,7308.437,393.0873,7818.622,7300.415,393.59305,256.10422,256.74734,15,15,0.011735385319579511,0.009363759900976175,256.45795,257.17828,6,6,0.15870769773893317,0.1271730707601611
73,c300,16608,2022-07-22 18:17:21,16622,2022-07-22 18:17:35,1.0,[16608],[16622],-107.18864,33.94325,-107.17498,33.958687,7841.8237,7322.224,392.3189,7817.42,7301.922,393.45102,7837.1646,7316.309,392.59518,256.7431,257.52054,14,14,0.03848451004287657,0.03035277885924498,256.2691,256.78925,15,15,0.012044197150114204,0.040855881648072384
74,c300,16859,2022-07-22 18:21:32,16869,2022-07-22 18:21:42,1.0,[16859],[16869],-107.17203,33.95355,-107.17049,33.938683,7921.3257,7394.7554,388.29422,7926.067,7400.7344,387.96393,7902.322,7373.886,389.36905,255.97935,256.63025,15,15,0.024309567650392112,0.012013114456171644,255.82545,256.2724,15,15,0.058328674421318595,0.07087327456886636
75,c300,17051,2022-07-22 18:24:44,17087,2022-07-22 18:25:20,2.0,[17051 17077],[17070 17087],-107.25876,33.924442,-107.271034,33.971313,6831.142,6377.6846,447.8832,6825.1367,6372.3965,448.21127,6801.337,6350.2773,449.5752,261.905,262.61423,14,14,0.07082494213410212,0.051020290008174825,261.72644,262.2498,15,15,0.06332647150514668,0.05891441223048651
76,c300,17285,2022-07-22 18:28:38,17345,2022-07-22 18:29:38,3.0,[17285 17320 17341],[17312 17326 17345],-107.25931,33.989025,-107.25692,33.90509,6840.1406,6382.0723,447.6111,6835.613,6378.835,447.8118,6789.364,6343.124,450.06522,261.08173,261.77307,15,15,0.03918961071002805,0.024903675615917394,262.5163,263.20322,15,15,0.0798627032253117,0.05681463991018674
77,c300,17486,2022-07-22 18:31:59,17636,2022-07-22 18:34:29,4.0,[17486 17539 17600 17631],[17519 17590 17603 17636],-107.31624,33.880394,-107.19414,34.05062,6733.0034,6284.7354,453.67844,6732.8555,6285.185,453.6502,6485.1865,6050.426,468.44235,262.85785,263.29578,15,15,0.05807008256706225,0.05594374736030363,263.32538,264.0157,15,15,0.043578623679663815,0.03784384500528058
78,c300,17842,2022-07-22 18:37:55,17893,2022-07-22 18:38:46,3.0,[17842 17868 17891],[17862 17884 17893],-107.19059,34.066143,-107.21759,34.007744,4928.813,4598.6265,569.8109,4897.26,4571.1807,571.8816,4797.54,4479.586,578.8498,275.53748,276.01605,15,15,0.049991717824566774,0.051196908763591904,276.50632,277.02188,15,15,0.017926320201854237,0.030630655482239783
79,c300,18170,2022-07-22 18:43:23,18183,2022-07-22 18:43:36,1.0,[18170],[18183],-107.22355,34.040653,-107.20308,34.038094,6654.017,6210.4272,458.3558,6677.181,6232.1694,456.9826,6657.5283,6213.4253,458.1974,262.48697,263.06085,15,15,0.014446073248726623,0.022329266759744747,262.5439,262.9709,15,15,0.02062825130458473,0.013472310111362074
80,c300,18420,2022-07-22 18:47:33,18439,2022-07-22 18:47:52,1.0,[18420],[18439],-107.19564,33.994305,-107.2252,33.98409,7352.159,6865.201,418.4605,7357.153,6868.9346,418.24118,7322.5386,6838.765,420.0405,259.90665,260.44376,15,15,0.031991582116027095,0.02552359236509939,259.85608,260.401,15,15,0.02368614778589714,0.04426362219389429
81,c300,18743,2022-07-22 18:52:56,18760,2022-07-22 18:53:13,1.0,[18743],[18760],-107.23897,33.968117,-107.21182,33.97871,8666.761,8089.4697,351.4147,8686.08,8105.241,350.61136,8655.088,8076.6147,352.03824,249.94012,250.21352,15,15,0.015691685636931463,0.028690373980859756,249.9028,249.63686,15,15,0.009045378467407767,0.06913098929887423
82,c300,18989,2022-07-22 18:57:02,18999,2022-07-22 18:57:12,1.0,[18989],[18999],-107.20365,33.96749,-107.218544,33.95747,8680.568,8101.0103,350.8268,8684.371,8105.4507,350.6007,8639.609,8063.1885,352.77957,250.00027,250.4101,15,15,0.017687942919651027,0.019240934920185995,249.67038,249.59868,15,15,0.03300923422884902,0.11000075259444712
83,c300,19407,2022-07-22 19:04:00,19409,2022-07-22 19:04:02,1.0,[19407],[19409],-107.12234,34.246902,-107.12019,34.24485,5983.5063,5583.1987,499.41797,5876.1553,5478.932,506.50998,5768.5957,5379.4023,513.4303,267.3881,267.4583,15,15,0.15229236902851753,0.12916960721388526,269.44098,269.45517,15,15,0.09042183533903216,0.10202659254732412
84,c300,19590,2022-07-22 19:07:03,19607,2022-07-22 19:07:20,1.0,[19590],[19607],-107.19009,34.071857,-107.21464,34.06602,4895.643,4571.1685,571.8826,4906.377,4581.182,571.1259,4884.905,4560.0757,572.7373,275.84796,276.20215,15,15,0.027997826743681387,0.025552367542942052,275.54263,275.79913,15,15,0.0703627777515277,0.09502647938798227
85,c300,19868,2022-07-22 19:11:41,19878,2022-07-22 19:11:51,1.0,[19868],[19878],-107.20187,34.064896,-107.18692,34.06756,6221.3677,5805.1973,484.5503,6194.277,5785.599,485.84686,6194.113,5782.412,486.0759,265.60242,266.03998,15,15,0.028964371078073977,0.037532742972230734,265.86163,266.44858,15,15,0.015780476432553668,0.050444583489491296
86,c300,20171,2022-07-22 19:16:44,20189,2022-07-22 19:17:02,1.0,[20171],[20189],-107.1891,34.06385,-107.21877,34.056904,7183.2646,6704.476,427.98264,7199.6797,6715.8677,427.30145,7129.941,6658.0664,430.87018,260.3737,260.72723,15,15,0.02250412049952634,0.04332345606772329,260.68698,261.09048,15,15,0.019946155701396146,0.049749062163200436
87,c300,20474,2022-07-22 19:21:47,20488,2022-07-22 19:22:01,1.0,[20474],[20488],-107.23021,34.03991,-107.207436,34.033394,7470.922,6969.431,412.37946,7458.4697,6958.8315,412.99298,7428.279,6932.1616,414.6141,258.7691,259.19318,15,15,0.04791522265708798,0.03305571158522545,258.5504,259.08704,15,15,0.04815486575470906,0.06615249868838757
88,c300,20740,2022-07-22 19:26:13,20747,2022-07-22 19:26:20,1.0,[20740],[20747],-107.214195,34.076157,-107.223305,34.08265,7958.82,7430.079,386.34656,7952.464,7424.528,386.65198,7919.034,7392.1416,388.506,255.83107,256.26547,15,15,0.05804002618394862,0.03759774586428205,255.7435,255.8874,15,15,0.017153507185807892,0.058149990531845545
89,c300,20903,2022-07-22 19:28:56,20913,2022-07-22 19:29:06,1.0,[20903],[20913],-107.22801,34.06059,-107.21097,34.05943,8184.568,7636.802,375.10657,8177.313,7629.906,375.47623,8143.6763,7602.8237,377.03165,254.10875,254.57812,15,15,0.03851140681594334,0.03238284027524155,254.26772,254.44525,15,15,0.03863021648191224,0.11427424547921514
90,c300,21156,2022-07-22 19:33:09,21176,2022-07-22 19:33:29,1.0,[21156],[21176],-107.20177,34.04236,-107.23329,34.02782,8760.476,8181.886,346.72998,8760.316,8180.9077,346.7793,8746.743,8164.306,347.58603,249.47871,250.0205,15,15,0.015597961431523352,0.047773597533891245,249.22896,249.02008,15,15,0.014097987474934353,0.06253791851683743
91,c300,21336,2022-07-22 19:36:09,21418,2022-07-22 19:37:31,4.0,[21336 21351 21380 21416],[21338 21353 21389 21418],-107.38088,33.863644,-107.32226,33.755653,8290.445,7734.3022,369.89716,8262.394,7708.3535,371.2771,7642.2793,7130.8438,403.09277,253.19908,253.52548,15,15,0.04390584273637765,0.05925102294505753,257.8358,258.2066,15,15,0.05128779738856546,0.037026251364162606
92,c300,22912,2022-07-22 20:02:25,22914,2022-07-22 20:02:27,1.0,[22912],[22914],-106.517456,35.01277,-106.51761,35.01424,2156.337,2063.8618,788.6707,2127.079,2036.7878,791.3278,2088.4597,2002.0831,794.7183,300.89752,301.37408,15,15,0.04338369964770195,0.043432666312818086,301.69467,302.15533,15,15,0.0598262956541142,0.05470147072275926
93,c301,10112,2022-07-23 16:15:16,10115,2022-07-23 16:15:19,1.0,[10112],[10115],-107.123985,33.82691,-107.126396,33.823605,5139.7803,4811.1,553.9756,5561.0645,5200.0117,526.5003,5139.6743,4812.004,553.9051,273.1519,273.70065,15,15,0.009834168074708513,0.0073640543292953185,273.21204,273.74017,13,13,0.01008577808881551,0.007310875104214337
94,c301,13581,2022-07-23 17:13:05,13649,2022-07-23 17:14:13,2.0,[13581 13641],[13615 13649],-107.16002,33.97908,-107.175545,34.063774,4426.7344,4146.1006,604.75653,4447.5464,4164.787,603.2798,4437.245,4159.8086,603.7625,278.51407,279.1205,15,15,0.014178926559875666,0.009308073641248167,278.76718,279.26465,15,15,0.024018616706251338,0.01822403883389784
95,c301,13932,2022-07-23 17:18:56,13961,2022-07-23 17:19:25,2.0,[13932 13945],[13936 13961],-107.17363,34.01777,-107.16187,33.983784,5112.5415,4785.1123,555.893,5108.534,4781.4165,556.1661,5113.0356,4784.793,555.93915,273.2832,273.7799,15,15,0.017947681317963673,0.011781824201323185,273.1672,273.66183,15,15,0.02444136442864981,0.04020585657502253
96,c301,14272,2022-07-23 17:24:36,14315,2022-07-23 17:25:19,2.0,[14272 14311],[14278 14315],-107.16637,33.987057,-107.19387,34.03801,5537.282,5181.6284,527.2158,5535.139,5180.514,527.2947,5512.3413,5156.172,529.0056,270.27515,270.82388,15,15,0.03099338470126125,0.024522957582348074,270.76135,271.39542,15,15,0.01252276675532117,0.027164200723091506
97,c301,14598,2022-07-23 17:30:02,14645,2022-07-23 17:30:49,3.0,[14598 14624 14640],[14603 14629 14645],-107.19903,34.042297,-107.16096,33.989925,5468.9775,5112.5234,532.12933,5409.8853,5058.7656,535.97034,5376.8516,5024.7983,538.38947,270.7884,271.1877,15,15,0.040012256070427674,0.028062885423950207,271.39218,271.92667,15,15,0.017509761124135527,0.02957388813402042
98,c301,14902,2022-07-23 17:35:06,14942,2022-07-23 17:35:46,2.0,[14902 14939],[14910 14942],-107.157646,33.972374,-107.18193,34.019676,5592.764,5235.132,523.44,5596.9883,5239.0737,523.16266,5545.792,5188.7065,526.725,270.12082,270.62033,15,15,0.01788667209279305,0.02503818100832153,270.47397,271.04718,15,15,0.00886869910630162,0.011470600973180138
99,c301,15238,2022-07-23 17:40:42,15264,2022-07-23 17:41:08,1.0,[15238],[15264],-107.18623,34.01324,-107.17241,33.982338,5891.079,5511.4707,504.28452,5887.4976,5508.879,504.4614,5855.4146,5477.8706,506.59268,267.75827,268.26657,15,15,0.021198099090421963,0.037609792271799815,267.94116,268.42044,15,15,0.015886544262017632,0.006752223505121155
100,c301,15573,2022-07-23 17:46:17,15589,2022-07-23 17:46:33,1.0,[15573],[15589],-107.17547,33.989803,-107.18113,34.010212,6521.0674,6100.954,465.31573,6513.3257,6093.8853,465.76807,6500.6826,6083.7397,466.4687,264.504,264.86185,15,15,0.012540940248106277,0.015700771421458197,264.41367,264.81296,15,15,0.012032511442278581,0.029169081132878846
101,c301,15857,2022-07-23 17:51:01,15872,2022-07-23 17:51:16,1.0,[15857],[15872],-107.19751,34.00541,-107.21069,33.987976,6529.683,6109.146,464.7919,6523.8916,6101.41,465.2864,6515.0884,6092.8286,465.83923,264.44736,264.92044,15,15,0.01574468155796359,0.009726622819346492,264.38654,264.69614,15,15,0.06495063580509634,0.05673417791069167
102,c301,16052,2022-07-23 17:54:16,16121,2022-07-23 17:55:25,2.0,[16052 16112],[16072 16121],-107.168816,33.98201,-107.18816,34.076305,6528.452,6103.57,465.14856,6542.6304,6113.3926,464.5204,6518.122,6091.6816,465.925,264.3821,264.84726,15,15,0.055770892377694024,0.04057044989000131,264.4032,264.84366,15,15,0.014964713222089341,0.016591304309500458
103,c301,16477,2022-07-23 18:01:21,16484,2022-07-23 18:01:28,1.0,[16477],[16484],-107.19432,33.98368,-107.19274,33.97385,7183.852,6712.6475,427.49377,7182.4326,6709.9624,427.65408,7180.313,6708.529,427.75095,262.62573,262.9428,15,15,0.08443427447993963,0.05347853913056758,262.01572,262.49142,15,15,0.014389553051333501,0.013396592034086557
104,c301,16804,2022-07-23 18:06:48,16810,2022-07-23 18:06:54,1.0,[16804],[16810],-107.18345,33.990253,-107.18598,33.99919,7495.9775,7000.4795,410.57968,7501.079,7005.6753,410.27948,7504.415,7009.1753,410.09097,260.3853,260.74744,15,15,0.004317239985017078,0.014987369971457033,260.315,260.6573,15,15,0.025453333838212796,0.04835826574826838
105,c301,17090,2022-07-23 18:11:34,17099,2022-07-23 18:11:43,1.0,[17090],[17099],-107.18474,33.99756,-107.17905,33.985435,7459.5986,6965.639,412.59863,7432.604,6940.8867,414.0363,7402.617,6914.8154,415.63702,260.5773,260.80957,15,15,0.05196124966550407,0.03403190535751474,259.9937,260.2269,15,15,0.05145573916057137,0.1436535673953584
106,c301,17308,2022-07-23 18:15:12,17332,2022-07-23 18:15:36,1.0,[17308],[17332],-107.17493,33.97361,-107.183556,34.00753,7823.4043,7309.673,393.0184,7836.489,7320.0767,392.4382,7843.5864,7327.6304,392.08246,257.65955,258.19806,15,15,0.02291611071460457,0.020739877756616974,256.74298,257.07242,14,14,0.03150923993960778,0.08398724944722825
107,c301,17657,2022-07-23 18:21:01,17672,2022-07-23 18:21:16,1.0,[17657],[17672],-107.187935,33.98563,-107.1849,33.963223,8664.798,8090.1387,351.38034,8655.474,8082.153,351.7874,8654.578,8081.004,351.91385,251.59161,251.89825,15,15,0.023261726416973525,0.038447850570083875,250.24467,250.19296,15,15,0.0491893485956327,0.08088391231793246
108,c301,17809,2022-07-23 18:23:33,17878,2022-07-23 18:24:42,3.0,[17809 17859 17876],[17811 17861 17878],-107.23985,33.785767,-107.16271,33.81029,8946.342,8361.003,337.79504,8958.684,8371.027,337.30032,9129.219,8521.844,329.88373,248.76743,249.48541,15,15,0.017104361613649418,0.014949348377495855,247.43782,248.2663,15,15,0.04776953846013486,0.052622205381721604
109,c301,17983,2022-07-23 18:26:27,18023,2022-07-23 18:27:07,1.0,[17983],[18023],-107.181625,33.972706,-107.18997,34.034733,9149.963,8541.359,328.98724,9155.054,8546.478,328.74,9136.1,8528.588,329.6297,247.20592,247.62474,15,15,0.012114609575531848,0.016265972433523606,245.18246,245.84505,15,15,0.008571818259386408,0.027308161256496894
110,c301,18148,2022-07-23 18:29:12,18150,2022-07-23 18:29:14,1.0,[18148],[18150],-107.29086,34.196716,-107.29387,34.19861,8610.759,8036.946,354.10046,8570.986,8000.5806,355.9682,8516.637,7950.8794,358.53174,,,0,0,,,,,2,2,,
111,c301,18407,2022-07-23 18:33:31,18668,2022-07-23 18:37:52,4.0,[18407 18570 18633 18655],[18546 18596 18635 18668],-107.572845,33.9597,-107.46247,33.659,6866.3535,6417.8315,445.39874,6848.6514,6403.143,446.30637,6860.9517,6412.2354,445.79993,262.1459,262.85577,14,14,0.09555317049429281,0.0668047568455626,,,0,0,,
112,c301,18788,2022-07-23 18:39:52,18790,2022-07-23 18:39:54,1.0,[18788],[18790],-107.35599,33.764454,-107.35557,33.767197,6835.322,6387.614,447.268,6863.9453,6412.897,445.70346,6876.9683,6424.8916,444.91953,,,0,0,,,,,0,0,,
113,c301,18945,2022-07-23 18:42:29,18999,2022-07-23 18:43:23,1.0,[18945],[18999],-107.313614,33.986908,-107.30642,34.062584,6798.9126,6349.857,449.61194,6790.7007,6342.869,450.04688,6756.9717,6315.7393,451.7494,,,0,0,,,,,0,0,,
114,c301,19181,2022-07-23 18:46:25,19239,2022-07-23 18:47:23,1.0,[19181],[19239],-107.31656,34.061512,-107.33126,33.985394,6621.873,6190.167,459.6369,6616.8745,6185.0205,459.9629,6632.7065,6197.8203,459.14743,,,0,0,,,,,0,0,,
115,c301,19501,2022-07-23 18:51:45,19569,2022-07-23 18:52:53,1.0,[19501],[19569],-107.32887,33.98521,-107.32212,34.078396,6462.831,6039.4927,469.26123,6481.6455,6054.6045,468.2884,6426.047,6007.2134,471.31912,,,0,0,,,,,0,0,,
116,c301,19727,2022-07-23 18:55:31,19803,2022-07-23 18:56:47,1.0,[19727],[19803],-107.31655,34.07415,-107.33977,33.97338,6314.278,5901.485,478.21884,6308.6826,5895.251,478.62634,6269.099,5856.129,481.15768,,,0,0,,,,,0,0,,
117,c301,19948,2022-07-23 18:59:12,20058,2022-07-23 19:01:02,2.0,[19948 19986],[19951 20058],-107.33594,33.93063,-107.315125,34.07765,6112.8784,5714.2993,490.58936,6148.1167,5744.3965,488.58264,6137.1753,5738.4688,488.9797,,,0,0,,,,,0,0,,
118,c301,20134,2022-07-23 19:02:18,20136,2022-07-23 19:02:20,1.0,[20134],[20136],-107.36639,34.153805,-107.36457,34.155766,6059.0996,5669.1533,493.61105,6058.637,5665.356,493.86594,6010.948,5625.805,496.563,,,0,0,,,,,0,0,,
119,c301,20226,2022-07-23 19:03:50,20297,2022-07-23 19:05:01,2.0,[20226 20237],[20228 20297],-107.32832,34.085445,-107.34447,33.99122,5975.076,5586.2827,499.19733,5982.232,5590.0317,498.94342,5962.77,5567.917,500.41794,,,0,0,,,,,0,0,,
120,c301,20480,2022-07-23 19:08:04,20556,2022-07-23 19:09:20,1.0,[20480],[20556],-107.325134,33.99695,-107.302505,34.09608,5819.0625,5439.258,509.23453,5806.6167,5430.012,509.8711,5786.7236,5407.799,511.38275,,,0,0,,,,,0,0,,
121,c301,20640,2022-07-23 19:10:44,20643,2022-07-23 19:10:47,1.0,[20640],[20643],-107.23639,34.157482,-107.240654,34.15945,5643.658,5276.9683,520.50275,5653.053,5289.0234,519.65875,5645.855,5282.3926,520.10815,,,0,0,,,,,0,0,,
122,c301,20723,2022-07-23 19:12:07,20861,2022-07-23 19:14:25,3.0,[20723 20831 20858],[20805 20833 20861],-107.31025,34.085724,-107.29309,33.929005,5671.8457,5301.06,518.81714,5667.81,5298.4526,518.99945,5483.875,5125.81,531.24493,,,0,0,,,,,0,0,,
123,c301,20988,2022-07-23 19:16:32,21158,2022-07-23 19:19:22,3.0,[20988 21125 21155],[21085 21127 21158],-107.318535,33.96806,-107.19423,34.155445,5487.951,5125.955,531.16846,5497.35,5134.0513,530.5921,4757.423,4444.7734,581.4549,271.66562,272.2203,15,15,0.017461335027609697,0.013329444181258764,276.74237,277.08737,15,15,0.09697725869291139,0.10412831553150491
124,c301,23452,2022-07-23 19:57:36,23455,2022-07-23 19:57:39,1.0,[23452],[23455],-106.613106,35.044315,-106.61108,35.0443,1621.2026,1578.1808,837.4799,1605.8279,1562.2142,839.1245,1605.6562,1563.6375,838.9825,304.7601,305.1462,15,15,0.12467266135696238,0.09353168604069466,,,0,0,,
125,c302,7201,2022-07-24 15:28:43,7206,2022-07-24 15:28:48,1.0,[7201],[7206],-106.6045,35.044277,-106.60918,35.044315,1606.7039,1526.8524,842.7777,2272.3723,2151.1736,781.9538,1683.6383,1601.176,835.11774,,,1,1,,,295.8614,296.44226,15,15,0.08059092798945021,0.07187610817688
126,c302,7908,2022-07-24 15:40:30,8800,2022-07-24 15:55:22,7.0,[7908 7966 7991 8185 8272 8688 8793],[7931 7971 8142 8258 8676 8733 8800],-106.82159,34.349533,-107.535774,33.212208,5348.995,5008.145,539.61304,7745.3135,7247.2676,412.1762,8466.802,7926.1914,359.81873,271.12814,271.8286,15,15,0.05310293822315561,0.048097196127662174,252.07512,252.71367,15,15,0.04582190253270239,0.02931820880946416
127,c302,9210,2022-07-24 16:02:12,9925,2022-07-24 16:14:07,4.0,[9210 9594 9896 9923],[9564 9887 9915 9925],-107.41075,33.322758,-107.05298,34.34338,8454.569,7919.5596,360.1605,6477.3057,6065.367,479.9309,7539.9014,7058.02,407.26987,251.64868,252.24161,15,15,0.0265520596971907,0.015184174451095139,257.44885,257.9215,15,15,0.09579260936031786,0.08530587111560228
128,c302,10004,2022-07-24 16:15:26,10254,2022-07-24 16:19:36,5.0,[10004 10022 10107 10161 10252],[10006 10079 10109 10211 10254],-107.162155,34.397545,-107.48022,34.23999,7167.646,6709.3438,427.69324,4363.143,4106.094,635.4455,5476.077,5128.139,531.0398,259.8411,260.28003,15,15,0.07069904604186714,0.05825108647689085,269.68982,270.19836,15,15,0.05774301740887947,0.06287530641899024
129,c302,10798,2022-07-24 16:28:40,10871,2022-07-24 16:29:53,4.0,[10798 10830 10852 10861],[10813 10846 10854 10871],-107.09596,33.859043,-107.153435,33.77916,4791.844,4485.391,578.39685,4791.402,4484.4463,578.4688,4738.897,4436.0444,582.1686,275.04883,275.60403,15,15,0.01520622426313101,0.010316210977388064,274.9003,275.37717,15,15,0.0459067852675018,0.038812809394073895
130,c302,10962,2022-07-24 16:31:24,11121,2022-07-24 16:34:03,3.0,[10962 11033 11118],[10982 11069 11121],-107.220535,33.678078,-107.16879,33.728897,4459.1807,4177.7637,602.256,4455.5767,4177.2646,602.29535,4465.6333,4180.24,602.0554,277.06122,277.63934,15,15,0.009623027946903305,0.006706814300736774,277.24484,277.77744,14,14,0.003973029716865016,0.0037116558148844814
131,c302,12038,2022-07-24 16:49:20,12199,2022-07-24 16:52:01,2.0,[12038 12098],[12091 12199],-107.017746,33.951523,-107.14754,33.788746,4461.776,4177.157,602.3039,4465.1436,4179.4175,602.1255,4428.6714,4144.929,604.8202,278.3315,278.90005,15,15,0.010806471099759747,0.0078052059113425595,277.96387,278.38303,15,15,0.04457777141785888,0.035630303195903726
132,c302,14776,2022-07-24 17:34:58,14792,2022-07-24 17:35:14,1.0,[14776],[14792],-107.15485,33.77319,-107.167175,33.75476,4840.7456,4526.4004,575.27704,4883.1514,4567.485,572.161,5006.9253,4683.4067,563.454,274.68243,275.44598,15,15,0.07567904091311628,0.07037771360396589,273.43713,274.16446,15,15,0.060131564932837334,0.057645003281918406
133,c302,14954,2022-07-24 17:37:56,14975,2022-07-24 17:38:17,1.0,[14954],[14975],-107.137344,33.62473,-107.121445,33.64672,5848.602,5471.688,507.00894,5898.4194,5517.7944,503.8528,6061.354,5671.127,493.46957,267.14343,267.90738,15,15,0.06318448856786527,0.0650589957608071,266.46875,267.00357,15,15,0.019838032364676877,0.009346753151429575
134,c302,15054,2022-07-24 17:39:36,18840,2022-07-24 18:42:42,4.0,[15054 17026 17678 18833],[17002 17660 18821 18840],-107.18077,33.734097,-107.27762,33.859875,6400.6924,5986.15,472.70877,6445.685,6027.534,470.03162,6186.751,5781.712,486.10684,264.50656,265.21408,15,15,0.032910666067176186,0.03721842445988199,266.48297,266.88568,15,15,0.06489897206822359,0.06609305538077036
135,c302,18934,2022-07-24 18:44:16,19020,2022-07-24 18:45:42,4.0,[18934 18950 18965 18999],[18940 18959 18976 19020],-107.34683,33.968784,-107.31232,34.06152,5679.631,5312.673,518.0092,5624.566,5260.772,521.6381,5261.991,4924.6465,545.6636,268.96616,269.50824,15,15,0.03663114381794032,0.03616896344442412,271.46246,271.9446,15,15,0.035768273228988075,0.04125362855410215
136,c302,20116,2022-07-24 19:03:58,20119,2022-07-24 19:04:01,1.0,[20116],[20119],-106.61685,35.044373,-106.6146,35.044357,1636.643,1568.7726,838.4495,1611.6439,1545.5074,840.8488,1606.172,1539.0137,841.53217,300.70203,301.09558,15,15,0.07794590471603792,0.06973004702590434,301.7939,302.19977,5,5,0.155556289694949,0.07660144871646259
137,c303,10483,2022-07-25 16:24:35,10542,2022-07-25 16:25:34,3.0,[10483 10524 10537],[10495 10529 10542],-107.18511,34.072853,-107.20327,34.00235,4367.0894,4112.6206,607.4134,6073.73,5698.7407,500.24927,4472.046,4205.112,600.0721,276.8286,277.56216,15,15,0.07103451405984512,0.05883872878038048,275.70468,276.245,15,15,0.028714095515689136,0.02123086601141368
138,c303,10759,2022-07-25 16:29:11,10815,2022-07-25 16:30:07,2.0,[10759 10805],[10773 10815],-107.18695,34.00698,-107.18652,34.08017,5133.686,4823.222,553.0831,6720.3535,6302.55,460.15967,5112.126,4808.0747,554.1536,271.57956,272.17957,15,15,0.017938435863710977,0.02724908345789092,271.73492,272.3047,15,15,0.08489306908577278,0.06476211010456279
139,c303,10988,2022-07-25 16:33:00,10998,2022-07-25 16:33:10,1.0,[10988],[10998],-107.18127,34.069637,-107.196465,34.072037,5101.031,4796.4,555.0596,6550.311,6144.6157,468.88257,5103.9355,4799.4023,554.8265,271.82562,272.2283,15,15,0.03373575071929291,0.02080172572878181,271.67197,272.1729,15,15,0.01662150689621859,0.011397377013973415
140,c303,11240,2022-07-25 16:37:12,11245,2022-07-25 16:37:17,1.0,[11240],[11245],-107.19484,34.094006,-107.18855,34.091618,4306.0044,4051.1606,612.3039,4846.6943,4553.169,574.2425,4280.2026,4030.499,613.963,277.38156,277.89108,15,15,0.030424791188452056,0.03304677777549813,277.46326,277.9721,15,15,0.02051939310237971,0.034789570910642706
141,c303,11521,2022-07-25 16:41:53,11553,2022-07-25 16:42:25,1.0,[11521],[11553],-107.19481,34.024265,-107.19517,33.983467,4478.7866,4210.516,599.6787,3065.9434,2907.211,717.2567,4468.888,4197.1494,600.7684,275.68317,276.18637,15,15,0.028246399803566517,0.021743315416364997,276.01505,276.3667,15,15,0.017783758221349748,0.007918463206871
142,c303,13496,2022-07-25 17:14:48,13560,2022-07-25 17:15:52,2.0,[13496 13548],[13527 13560],-107.17726,33.988777,-107.1792,34.069195,4473.3354,4204.796,600.1282,4473.228,4203.802,600.2064,4470.5073,4202.5737,600.3276,276.13184,276.57404,15,15,0.0347653934514151,0.0211386884862426,276.1154,276.55768,15,15,0.045986304638494194,0.03712343443905601
143,c303,13951,2022-07-25 17:22:23,13990,2022-07-25 17:23:02,1.0,[13951],[13990],-107.20849,34.072044,-107.220955,34.022152,5922.604,5560.2085,500.96597,5937.9976,5574.9253,499.96692,5932.5767,5570.4805,500.27795,268.3826,268.85037,15,15,0.05059610428823441,0.03461459212830464,267.74622,268.0742,15,15,0.06915661340429369,0.06408040886636002
144,c303,14318,2022-07-25 17:28:30,14343,2022-07-25 17:28:55,1.0,[14318],[14343],-107.19501,33.996956,-107.196434,34.03283,7152.423,6705.072,427.9464,7152.9824,6705.943,427.89438,7151.562,6705.795,427.87262,260.51852,260.97394,15,15,0.023335245668986693,0.007180000342954524,259.90808,260.15875,15,15,0.056618946385569635,0.10906084040085236
145,c303,14774,2022-07-25 17:36:06,14798,2022-07-25 17:36:30,1.0,[14774],[14798],-107.19729,34.035934,-107.19397,34.001923,7803.0874,7312.2036,392.8771,7803.127,7312.0186,392.8874,7801.142,7310.7974,392.94244,256.3327,256.68912,15,15,0.051723441807865735,0.031104099304497035,253.1976,253.97003,15,15,0.09815853764767497,0.08132565496652551
146,c303,14864,2022-07-25 17:37:36,14866,2022-07-25 17:37:38,1.0,[14864],[14866],-107.20198,33.91232,-107.20358,33.90991,7795.617,7309.7607,393.0133,7796.797,7311.371,392.92355,7796.3687,7311.4917,392.91718,,,0,0,,,,,0,0,,
147,c303,14997,2022-07-25 17:39:49,14999,2022-07-25 17:39:51,1.0,[14997],[14999],-107.121155,33.85596,-107.12016,33.858643,7795.8467,7314.4717,392.7506,7798.6436,7316.419,392.6421,7798.46,7316.1885,392.65265,255.50319,256.06262,15,15,0.00657564177339564,0.0059152910707782926,255.56451,256.14246,15,15,0.012860707730319934,0.009311070815140324
